f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,label
110,96,6,0,0,0,0,0,0,0,0,0,9,25,7,26,6,24,7,27,4,24,2,24,1,24,0,24,0,22,-2,22,0,24,-2,24,0,23,-1,22,-1,19,1,20,-1,18,-1,18,0,17,-1,18,-1,18,1,17,-1,12,2,18,2,15,2,18,0,0,7,18,7,18,5,20,8,17,4,14,7,14,9,17,6,17,9,17,9,18,8,17,11,16,10,18,13,19,12,18,13,19,15,21,12,20,14,18,14,19,15,18,16,22,16,20,19,22,18,21,18,22,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,8,5,8,5,9,5,8,7,8,6,6,7,7,7,6,7,6,7,6,8,6,9,5,8,5,8,4,7,5,7,6,6,4,6,4,6,3,7,4,6,2,5,5,8,2,5,6,7,4,7,3,6,0,0,4,6,6,5,8,6,6,4,5,5,8,3,9,4,5,4,8,3,8,3,7,3,8,4,6,4,8,4,9,4,9,2,12,4,10,2,8,3,10,1,10,3,11,2,12,2,13,2,11,3,11,3,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,18,14,15,16,17,15,17,17,15,17,12,15,14,17,11,18,11,17,11,18,11,17,9,18,10,17,10,17,8,15,10,16,8,15,7,14,8,14,7,14,7,14,9,14,7,11,9,11,10,12,10,11,0,0,11,9,12,10,12,9,11,10,11,8,13,9,14,9,12,8,15,8,13,10,18,8,15,9,16,8,18,8,17,8,18,9,20,9,19,8,19,10,20,9,19,9,21,10,22,9,23,8,22,9,23,9,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,8,0,9,0,9,1,11,2,8,1,8,2,9,3,8,3,8,3,7,3,9,4,8,3,7,4,7,4,6,4,7,4,6,4,5,4,5,3,6,3,5,3,5,3,5,4,6,3,7,2,6,2,0,0,6,3,6,1,7,2,6,1,6,2,7,1,8,1,7,1,7,0,6,0,8,0,8,0,8,0,8,-1,8,0,8,-1,11,-1,9,-1,8,-1,9,-2,10,0,9,0,10,-1,10,-3,10,0,9,-1,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,10,2,10,2,10,2,11,3,9,3,8,3,9,4,9,3,8,4,7,3,8,6,8,4,8,4,8,5,5,2,9,3,5,6,6,6,7,3,6,4,7,2,7,4,5,4,7,4,6,5,8,3,0,0,8,2,7,2,8,2,7,1,7,2,8,1,8,0,8,0,9,0,7,0,8,-1,8,0,8,0,10,-1,8,1,10,-2,10,-2,10,-3,9,-2,9,-4,11,-2,12,-3,11,-3,12,-4,12,-2,12,-2,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-8,-7,-8,-7,-8,-9,-9,-9,-8,-10,-6,-8,-7,-8,-7,-8,-6,-9,-6,-9,-6,-10,-7,-9,-6,-9,-4,-9,-6,-8,-5,-7,-6,-8,-4,-7,-5,-8,-4,-7,-6,-8,-4,-8,-4,-7,-7,-7,-5,-9,-6,-6,0,0,-9,-5,-6,-6,-8,-8,-7,-4,-7,-7,-8,-5,-9,-6,-9,-5,-10,-5,-9,-3,-9,-3,-9,-6,-9,-6,-10,-3,-10,-5,-12,-3,-13,-4,-11,-3,-11,-3,-11,0,-12,-4,-13,-4,-12,-3,-14,-2,-13,-4,-12,-4,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,8,5,4,2,-10,8,5,-4,9,-2,6,-6,-10,4,-8,4,-1,15,19,6,-19,22,-4,25,1,4,-6,22,-7,26,-1,20,-33,11,-11,-20,-12,18,7,20,8,12,-17,14,-9,-1,-30,3,-28,25,-24,19,0,0,-29,13,-20,21,-23,19,-12,42,-15,8,-21,23,-25,27,-29,16,-25,30,-6,17,-20,33,-27,16,-29,34,-29,28,-45,30,-35,16,-40,23,-30,24,-43,26,-26,34,-45,19,-54,17,-50,14,-48,11,-53,16,-45,22,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,22,9,20,11,21,11,21,13,19,12,16,13,17,14,14,14,14,14,14,15,14,15,15,16,14,16,12,15,12,14,12,15,9,14,8,14,10,13,9,12,10,13,10,14,9,11,11,11,12,12,11,10,0,0,11,10,13,10,13,10,12,11,12,9,14,10,15,10,13,9,16,10,14,11,17,11,16,10,18,10,18,12,17,12,18,12,20,13,18,13,19,13,20,14,18,14,19,15,24,15,23,12,17,11,25,11,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-2,10,-1,11,-2,11,-3,12,-3,10,-3,9,-4,10,-4,9,-4,9,-4,9,-5,9,-5,10,-5,8,-4,8,-5,6,-5,10,-5,8,-4,7,-5,7,-3,6,-4,7,-4,6,-4,7,-4,6,-4,7,-3,7,0,0,-3,8,-2,8,-2,9,-2,8,-3,7,-1,8,-1,9,0,8,0,10,1,9,0,10,0,9,-1,9,1,9,0,11,1,10,0,13,1,11,2,10,2,7,2,12,1,11,-1,9,4,12,2,12,0,13,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,5,10,4,8,5,9,3,10,3,10,1,9,2,10,1,9,2,10,1,10,0,11,0,10,1,9,0,10,-1,8,0,10,0,9,-1,8,0,7,1,7,1,7,1,8,0,7,0,7,1,8,1,8,0,0,2,8,3,8,3,8,4,7,1,7,4,8,4,7,4,6,4,8,5,6,5,7,4,8,6,8,6,7,4,8,6,10,8,9,6,7,5,5,7,6,8,9,3,9,7,8,8,7,6,7,6,8,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,10,0,11,0,12,1,13,2,11,2,10,3,10,3,11,3,10,4,9,3,10,4,9,4,10,5,9,5,8,2,8,4,8,2,8,4,8,3,6,4,7,6,7,3,7,5,10,3,9,3,8,2,0,0,9,3,8,1,9,2,8,1,8,3,9,2,11,2,8,1,11,2,8,0,10,0,10,2,11,2,11,0,11,0,12,-1,14,1,11,-1,13,0,12,-1,14,-2,12,-1,15,-2,14,-2,12,2,14,-1,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-9,-6,-9,-5,-9,-5,-9,-7,-8,-6,-7,-7,-7,-7,-7,-7,-7,-6,-6,-7,-6,-7,-7,-8,-6,-8,-6,-8,-4,-6,-6,-8,-5,-7,-3,-6,-6,-6,-5,-6,-5,-6,-6,-7,-4,-7,-5,-6,-6,-6,-6,-5,0,0,-6,-6,-7,-5,-7,-5,-7,-5,-6,-5,-7,-5,-8,-5,-7,-4,-8,-5,-8,-3,-8,-3,-8,-4,-9,-5,-10,-4,-9,-5,-10,-4,-11,-5,-10,-4,-10,-4,-10,-3,-11,-4,-12,-4,-11,-4,-12,-4,-11,-6,-11,-4,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,24,-10,24,-8,24,-7,26,-6,25,-6,23,-4,23,-2,22,0,23,0,22,0,24,-1,24,-1,23,-1,23,0,19,2,18,-3,18,0,18,4,18,-1,17,0,17,3,18,2,14,1,17,-3,19,-2,18,-4,0,0,15,-3,19,-6,18,-7,20,-8,17,-5,16,-7,19,-11,18,-9,18,-9,19,-10,19,-13,20,-11,21,-13,22,-12,21,-12,21,-12,20,-17,23,-13,22,-12,25,-14,22,-14,25,-15,24,-16,23,-17,23,-17,24,-16,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-4,-9,-5,-9,-5,-9,-3,-10,-3,-10,-2,-10,-2,-10,-2,-9,-2,-10,-1,-9,-1,-10,-2,-10,0,-9,0,-9,0,-8,-1,-10,0,-8,0,-8,-1,-8,0,-7,0,-7,-1,-8,1,-7,-1,-8,-1,-8,-1,-8,0,0,-3,-8,-3,-7,-3,-8,-3,-8,-2,-8,-3,-8,-3,-8,-3,-7,-4,-9,-5,-7,-5,-8,-3,-8,-4,-8,-5,-9,-5,-9,-6,-9,-6,-10,-7,-9,-7,-9,-7,-8,-6,-10,-6,-10,-6,-10,-7,-10,-6,-11,-7,-10,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,9,4,8,5,9,5,9,7,8,7,6,5,7,6,6,5,7,6,6,7,5,8,7,8,6,8,5,7,5,6,5,8,5,6,4,7,5,5,5,5,5,5,6,6,4,5,5,5,6,6,6,5,0,0,6,4,7,5,8,4,7,4,6,4,8,4,8,4,7,3,9,3,8,2,8,3,9,4,9,4,10,3,9,4,12,2,12,4,9,2,11,2,10,0,11,3,11,2,13,3,12,2,12,4,12,3,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,17,9,16,10,17,10,17,10,15,11,14,11,13,13,11,12,12,13,11,13,13,13,12,13,11,13,11,13,9,12,12,13,9,11,9,12,9,11,9,10,10,9,10,11,8,9,10,8,11,9,12,9,0,0,12,7,12,8,12,6,13,8,12,6,14,7,15,6,14,5,16,6,15,6,17,6,16,6,17,6,18,7,17,7,19,7,21,7,20,7,19,7,20,6,20,6,21,7,22,7,23,6,22,8,23,8,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-3,-10,-2,-9,-2,-10,-1,-11,-1,-11,0,-9,0,-11,0,-9,0,-10,1,-9,2,-10,1,-10,1,-9,1,-9,1,-7,1,-10,1,-8,2,-7,1,-7,0,-7,1,-8,0,-8,2,-8,1,-8,1,-9,0,-8,0,0,0,-8,-1,-8,-1,-8,-2,-9,-1,-8,-2,-8,-2,-9,-2,-8,-2,-9,-4,-8,-4,-9,-3,-8,-3,-10,-5,-9,-3,-10,-4,-10,-5,-12,-4,-10,-5,-10,-6,-8,-5,-11,-5,-11,-6,-11,-6,-11,-4,-12,-5,-11,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-6,8,-6,8,-7,8,-9,9,-8,7,-8,7,-7,6,-8,6,-8,6,-9,5,-9,6,-10,6,-8,5,-9,4,-8,4,-9,6,-7,4,-9,4,-6,4,-7,4,-7,5,-7,4,-7,3,-7,4,-7,4,-7,5,0,0,-7,7,-5,6,-7,7,-5,6,-7,6,-5,7,-6,9,-5,7,-5,7,-2,7,-5,9,-6,8,-5,8,-4,10,-5,9,-4,11,-5,12,-3,10,-4,10,-2,10,-5,12,-5,10,-5,12,-4,12,-6,12,-4,12,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,18,-16,18,-14,19,-15,20,-15,20,-12,19,-10,20,-10,20,-6,20,-8,19,-8,20,-9,22,-8,19,-7,18,-8,18,-6,19,-7,17,-5,17,-4,16,-5,16,-5,16,-4,17,-6,15,-7,14,-7,15,-9,16,-8,0,0,14,-10,13,-10,14,-11,14,-13,13,-11,13,-13,14,-13,14,-13,14,-14,14,-13,14,-16,13,-15,14,-17,16,-16,15,-16,15,-16,16,-19,17,-18,17,-17,16,-18,16,-18,17,-19,16,-20,16,-22,16,-21,17,-22,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-2,-11,0,-10,-1,-12,0,-12,1,-11,2,-10,1,-11,1,-10,2,-10,3,-10,5,-12,3,-12,3,-10,3,-9,3,-8,3,-11,3,-9,3,-8,3,-8,1,-8,3,-8,2,-8,3,-8,2,-9,2,-9,2,-8,0,0,1,-9,0,-9,0,-10,0,-9,1,-9,-1,-10,0,-11,-1,-9,-2,-12,-4,-11,-3,-11,-1,-11,-2,-10,-2,-10,-2,-11,-4,-12,-2,-13,-3,-10,-4,-12,-5,-11,-4,-13,-4,-12,-5,-13,-4,-12,-3,-13,-4,-13,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,6,-8,5,-7,6,-8,8,-7,8,-7,6,-5,7,-6,7,-5,6,-6,8,-4,9,-5,8,-4,8,-4,8,-4,7,-2,8,-4,7,-3,6,-3,6,-3,6,-3,6,-3,8,-3,5,-2,7,-3,7,-3,6,-4,0,0,6,-4,7,-5,6,-5,6,-5,6,-4,6,-5,7,-6,6,-5,7,-6,5,-7,6,-7,6,-5,7,-6,7,-7,7,-7,6,-8,8,-9,6,-7,6,-8,5,-9,7,-8,7,-8,8,-8,8,-10,8,-8,7,-9,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,10,-7,10,-5,11,-6,11,-5,11,-6,9,-3,11,-3,10,-2,11,-3,10,-3,11,-1,11,-2,10,-1,10,-1,9,-2,10,-2,8,-1,8,-3,7,-2,9,-2,7,-2,9,-3,8,-2,8,-2,8,-3,8,-3,0,0,7,-5,8,-5,6,-5,7,-6,6,-5,7,-6,7,-7,7,-7,7,-8,7,-8,7,-7,7,-7,7,-8,7,-8,8,-8,7,-8,8,-10,8,-9,7,-9,7,-10,7,-10,7,-11,8,-11,8,-11,8,-11,9,-11,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,5,9,3,11,3,10,5,10,3,12,2,10,1,10,1,9,1,11,0,10,0,10,0,11,0,10,1,10,1,9,1,10,0,9,1,8,0,7,1,8,1,7,2,8,0,8,1,8,1,9,2,8,0,0,3,7,3,8,4,7,4,7,3,7,5,7,4,8,5,7,6,7,5,7,6,8,4,8,5,8,6,8,6,8,7,8,8,9,7,8,7,8,8,8,7,9,9,9,9,10,10,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,3,-7,1,-8,1,-8,3,-6,1,-7,2,-6,3,-7,2,-6,3,-6,3,-4,5,-5,4,-5,4,-5,5,-5,4,-4,4,-5,3,-4,3,-4,3,-4,3,-5,3,-4,4,-5,4,-4,4,-4,4,-5,3,-5,0,0,3,-5,3,-5,4,-5,2,-6,3,-4,2,-6,3,-6,3,-6,4,-7,2,-5,3,-6,4,-5,3,-6,3,-6,3,-6,2,-8,3,-9,2,-7,3,-8,1,-8,4,-8,4,-8,3,-8,3,-7,4,-7,3,-7,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,8,20,6,20,6,22,5,22,4,21,2,19,1,21,-1,19,1,21,-2,21,0,20,-2,21,-1,19,-1,20,-2,17,-1,20,-1,17,-1,17,-2,16,-1,17,-1,16,-1,18,-1,15,0,17,1,17,0,16,0,0,3,17,4,17,4,16,5,16,3,15,5,17,5,17,5,17,7,18,5,19,8,18,6,17,8,18,8,18,8,19,8,19,11,21,8,19,9,19,9,19,9,19,10,21,11,21,13,21,12,21,11,20,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,19,-4,19,-3,20,-3,21,-2,19,-1,18,2,19,1,17,3,18,2,18,4,18,2,19,4,17,3,17,3,16,4,18,2,15,3,15,3,15,2,15,3,14,3,16,2,13,3,15,2,16,1,15,1,0,0,15,0,16,-1,15,-1,16,-2,14,-1,16,-3,17,-3,16,-2,17,-3,17,-2,18,-4,16,-2,17,-4,18,-3,18,-4,18,-4,20,-6,18,-4,18,-4,19,-4,19,-5,19,-6,20,-5,20,-7,20,-5,20,-6,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,10,-5,9,-5,10,-5,11,-3,11,-4,9,-2,10,-2,10,-2,10,-2,10,0,10,-1,10,-1,10,0,10,0,7,0,10,-1,9,0,9,-1,8,0,8,0,8,0,9,-1,8,1,9,1,10,0,9,-2,0,0,8,-2,8,-2,8,-2,8,-3,8,-1,9,-2,9,-2,8,-3,9,-4,8,-4,9,-5,9,-2,9,-2,9,-4,9,-4,8,-6,12,-6,8,-6,9,-6,8,-7,10,-6,10,-6,11,-6,10,-7,10,-5,9,-5,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-5,-9,-5,-9,-5,-9,-4,-11,-4,-10,-3,-10,-3,-10,-2,-10,-3,-10,-1,-10,-1,-11,-1,-10,-2,-10,0,-10,-1,-8,-1,-10,0,-8,0,-9,-1,-8,-1,-8,-1,-8,-1,-9,1,-8,0,-8,-1,-9,-1,-9,0,0,-1,-9,-2,-8,-2,-9,-3,-9,-1,-8,-3,-9,-3,-9,-3,-8,-3,-9,-4,-8,-4,-9,-2,-9,-3,-9,-5,-9,-4,-9,-5,-9,-5,-11,-5,-8,-5,-10,-6,-8,-4,-9,-5,-9,-5,-9,-7,-9,-4,-10,-6,-10,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,11,21,10,21,10,22,9,23,7,23,6,22,6,21,4,21,5,22,3,21,4,22,2,23,2,22,2,21,2,19,3,21,1,18,2,18,2,17,3,18,3,17,3,18,2,15,4,16,5,18,5,18,0,0,7,17,7,16,8,17,8,15,8,15,10,15,10,16,10,15,11,16,10,16,12,18,10,16,12,17,13,18,12,16,13,17,16,18,14,18,15,18,15,17,16,17,17,17,15,17,18,18,17,19,18,18,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,17,-11,17,-10,18,-10,19,-11,18,-9,18,-6,19,-5,18,-4,19,-5,18,-3,19,-4,20,-2,19,-3,17,-2,17,-2,18,-3,15,-2,15,-1,15,-2,15,-2,14,-1,16,-1,14,-2,14,-4,15,-4,15,-3,0,0,14,-4,15,-6,13,-6,14,-6,13,-6,14,-7,15,-7,14,-6,14,-8,15,-7,16,-8,16,-8,15,-9,16,-9,17,-8,17,-10,18,-12,18,-10,18,-10,18,-11,18,-10,18,-12,19,-12,19,-14,18,-13,18,-14,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-7,22,-10,22,-9,24,-11,23,-12,21,-12,20,-13,19,-14,17,-15,18,-15,16,-14,18,-15,17,-14,16,-14,15,-14,14,-14,17,-14,14,-12,14,-13,13,-12,13,-13,13,-12,14,-11,11,-10,14,-10,15,-10,14,0,0,-9,15,-8,15,-6,17,-7,16,-7,15,-6,17,-6,18,-7,17,-3,20,-5,19,-5,19,-6,18,-4,20,-5,20,-4,19,-4,22,-3,23,-4,22,-6,22,-4,22,-5,22,-5,23,-3,24,-1,26,-3,25,-2,25,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-22,8,-23,7,-25,7,-25,6,-25,4,-23,2,-23,1,-23,-1,-22,0,-23,-1,-23,0,-23,-1,-22,-1,-20,0,-20,-1,-22,0,-18,-2,-19,-2,-18,-1,-18,0,-18,-1,-18,0,-17,-1,-19,1,-18,2,-18,2,0,0,-17,4,-18,5,-17,5,-17,6,-17,5,-18,6,-19,8,-17,7,-19,9,-19,8,-19,10,-18,9,-19,10,-18,10,-19,11,-19,11,-21,13,-20,12,-19,13,-20,12,-20,13,-20,14,-21,15,-20,16,-21,15,-21,16,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,2,-9,2,-9,2,-10,4,-10,3,-9,3,-7,4,-8,3,-8,4,-7,5,-7,5,-7,6,-7,5,-7,6,-7,5,-5,5,-8,5,-6,5,-6,4,-6,4,-6,4,-5,4,-6,4,-5,4,-6,4,-7,4,-6,0,0,2,-7,2,-7,2,-7,2,-7,3,-7,2,-7,3,-7,3,-7,2,-9,1,-8,0,-9,2,-8,1,-8,1,-9,0,-9,0,-9,1,-10,-1,-9,0,-10,-2,-9,1,-10,0,-10,0,-11,-1,-11,1,-10,-1,-11,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,11,-18,11,-16,12,-18,13,-17,14,-16,14,-13,14,-13,14,-12,15,-13,15,-10,15,-11,16,-11,15,-10,14,-10,13,-9,14,-11,13,-9,13,-8,12,-8,12,-9,12,-9,13,-9,11,-8,11,-9,12,-11,11,-11,0,0,10,-11,9,-12,9,-12,8,-14,9,-12,8,-13,9,-15,9,-14,8,-15,8,-15,9,-16,8,-15,9,-15,9,-17,9,-17,8,-16,8,-20,9,-18,8,-18,7,-19,8,-19,8,-20,9,-22,8,-21,8,-22,8,-22,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-24,-3,-23,-4,-24,-5,-24,-5,-23,-6,-19,-7,-21,-8,-20,-10,-19,-9,-19,-11,-20,-11,-20,-12,-18,-9,-18,-10,-17,-10,-18,-10,-16,-9,-15,-9,-14,-9,-16,-8,-15,-9,-16,-7,-14,-8,-16,-6,-17,-5,-15,-6,0,0,-17,-3,-17,-3,-18,-3,-18,-3,-16,-4,-19,-2,-19,-2,-20,-2,-20,0,-19,-2,-21,0,-20,-2,-21,0,-21,-1,-21,0,-22,0,-25,0,-23,0,-23,1,-23,1,-24,1,-25,0,-27,0,-27,2,-26,0,-27,1,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,12,-20,12,-18,14,-19,15,-19,16,-19,16,-14,17,-16,17,-13,16,-15,18,-12,16,-12,18,-12,16,-12,15,-12,14,-10,15,-13,15,-11,15,-10,12,-9,14,-11,12,-10,12,-12,12,-9,11,-12,11,-13,11,-12,0,0,10,-13,10,-15,9,-15,8,-16,8,-14,8,-17,8,-17,8,-18,7,-19,9,-18,7,-20,8,-17,8,-20,9,-21,7,-21,7,-21,7,-24,7,-21,8,-22,8,-23,7,-23,7,-25,7,-26,6,-27,7,-25,8,-26,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-18,11,-18,9,-20,9,-20,9,-20,7,-19,6,-20,5,-18,4,-19,4,-19,2,-20,4,-20,4,-18,2,-18,3,-16,2,-18,3,-16,1,-15,1,-15,2,-14,2,-14,4,-16,3,-13,2,-14,4,-15,5,-14,5,0,0,-14,6,-15,7,-13,7,-13,8,-13,7,-14,9,-13,10,-13,9,-14,11,-15,10,-15,12,-14,11,-15,11,-16,12,-15,11,-16,12,-16,14,-16,12,-16,14,-15,14,-16,14,-17,15,-17,16,-16,16,-17,16,-18,16,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-6,23,-9,22,-10,22,-10,22,-12,22,-13,17,-13,19,-13,16,-13,17,-15,16,-14,17,-14,17,-14,16,-13,16,-12,15,-14,16,-13,13,-12,12,-11,13,-11,13,-10,13,-10,13,-9,12,-9,13,-8,15,-7,15,0,0,-6,16,-7,16,-5,16,-4,16,-5,15,-4,17,-4,18,-4,17,-2,19,-4,19,-2,20,-2,19,-2,20,-2,21,-2,21,-2,22,-1,24,-2,22,-2,23,-2,23,0,23,-1,24,1,25,2,26,1,25,2,25,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,17,-18,19,-16,18,-15,20,-15,19,-14,17,-11,19,-12,17,-11,20,-11,19,-9,19,-10,20,-10,19,-9,18,-9,17,-8,19,-8,18,-7,15,-6,15,-7,15,-7,15,-8,16,-8,14,-6,13,-9,13,-10,13,-11,0,0,12,-13,13,-11,12,-12,12,-13,11,-12,11,-13,11,-14,11,-14,10,-14,12,-13,12,-18,11,-16,11,-18,12,-19,12,-18,12,-19,13,-21,12,-20,13,-20,12,-20,13,-21,12,-22,11,-24,10,-24,12,-24,12,-24,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-21,11,-22,10,-22,9,-24,9,-23,8,-21,6,-22,4,-21,3,-22,4,-21,3,-21,2,-22,3,-21,3,-19,3,-19,2,-21,2,-18,1,-17,1,-17,1,-16,3,-16,2,-18,3,-16,3,-16,4,-17,5,-17,6,0,0,-15,7,-18,6,-17,8,-16,8,-14,6,-16,10,-17,10,-15,9,-16,11,-16,10,-17,12,-16,12,-17,12,-18,12,-19,11,-18,13,-18,15,-18,14,-18,14,-18,16,-19,16,-19,17,-19,18,-19,19,-19,18,-19,18,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,8,4,7,3,7,3,8,4,8,4,5,4,6,5,5,4,6,5,6,4,6,5,6,5,5,5,5,6,4,4,6,5,4,4,4,5,4,4,5,3,5,4,4,2,4,4,5,3,5,4,4,3,0,0,5,3,6,2,7,2,6,2,6,2,7,2,7,2,7,2,8,2,6,0,8,1,7,3,8,2,8,1,8,2,9,1,11,2,9,1,9,1,9,0,10,2,10,2,11,1,11,1,10,3,10,2,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,2,-22,3,-21,4,-23,5,-22,5,-22,7,-19,7,-20,7,-18,7,-19,9,-19,8,-17,11,-18,10,-16,9,-16,9,-15,8,-17,8,-14,7,-14,7,-15,6,-14,5,-14,4,-14,5,-13,4,-14,4,-15,3,-15,0,0,2,-16,1,-16,0,-17,0,-17,-1,-16,-2,-17,-2,-18,-3,-17,-3,-19,-2,-19,-2,-20,-2,-19,-2,-21,-3,-22,-3,-22,-2,-22,-3,-25,-3,-24,-4,-23,-5,-22,-4,-25,-6,-25,-3,-27,-4,-27,-3,-27,-4,-27,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,3,7,3,7,3,7,2,9,2,8,1,7,1,8,1,7,0,8,0,7,-1,9,0,8,0,7,-1,8,-1,6,-1,8,-1,7,-1,6,0,5,0,5,0,6,0,5,-1,5,0,5,0,7,0,6,0,0,1,7,2,6,2,6,2,6,1,7,3,6,2,6,3,6,2,8,4,6,4,7,2,7,3,8,4,7,3,8,4,9,5,9,5,7,4,7,6,7,5,9,5,9,5,8,4,8,4,10,6,10,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,5,-22,6,-22,6,-22,7,-23,8,-20,10,-19,9,-18,9,-18,10,-18,10,-16,10,-17,8,-18,10,-16,10,-16,9,-14,10,-17,9,-13,7,-13,7,-14,7,-15,5,-13,7,-15,5,-11,4,-13,5,-16,4,-15,0,0,2,-15,2,-16,1,-17,0,-16,2,-15,-1,-17,-1,-18,0,-18,-2,-19,-2,-19,-2,-21,-1,-20,-2,-20,-2,-22,0,-21,-2,-23,-3,-25,-2,-24,-3,-23,-4,-23,-3,-26,-3,-25,-3,-26,-4,-27,-4,-27,-4,-28,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-24,7,-24,5,-27,4,-26,5,-25,3,-22,1,-23,1,-23,-1,-22,-1,-22,-2,-22,-2,-23,-1,-22,-2,-21,-2,-18,-2,-21,-1,-18,-1,-18,-1,-17,-1,-17,-1,-17,0,-17,0,-17,-1,-16,2,-17,3,-18,3,0,0,-17,5,-17,6,-16,7,-16,7,-15,7,-17,9,-18,9,-17,9,-19,10,-18,9,-19,13,-18,10,-19,13,-20,12,-21,12,-21,14,-24,16,-21,15,-23,15,-23,16,-22,15,-25,16,-25,17,-25,18,-25,17,-26,18,0,0,0,0,0,0,0,0,0,0,2
